,0,1,2,3,4,5
0,143.71666666666667,209.98333333333332,198.51666666666665,188.3,187.2,211.48333333333335
1,145.25,222.56666666666663,187.5333333333333,214.56666666666666,189.79999999999998,207.88333333333333
2,139.91666666666666,217.90000000000003,196.16666666666666,203.76666666666665,191.33333333333331,196.46666666666664
3,140.83333333333334,199.21666666666667,198.76666666666665,220.96666666666667,180.93333333333334,208.58333333333334
4,163.03333333333333,189.81666666666663,196.71666666666667,204.04999999999998,180.15,182.7833333333333
5,136.2,172.61666666666667,198.51666666666665,199.1666666666667,190.11666666666667,217.48333333333332
6,131.63333333333333,208.8833333333333,180.16666666666666,203.94999999999996,186.5,208.16666666666669
7,148.73333333333332,201.58333333333334,190.73333333333335,209.36666666666667,200.13333333333333,200.05
8,160.2,168.1,200.61666666666665,196.03333333333333,193.08333333333334,209.41666666666666
9,131.41666666666669,174.28333333333333,219.51666666666668,204.5333333333333,214.6,210.8
10,130.85,175.88333333333333,199.53333333333333,203.9,184.36666666666667,202.81666666666666
11,147.86666666666665,178.0333333333333,205.38333333333333,205.36666666666667,205.98333333333332,203.96666666666667
12,134.95000000000002,181.5333333333333,205.3,201.96666666666667,191.11666666666667,199.08333333333331
13,151.31666666666666,198.56666666666666,196.79999999999998,201.81666666666666,188.79999999999998,216.75
14,126.60000000000002,192.7,206.14999999999998,203.53333333333333,173.8666666666667,230.05
15,116.63333333333334,212.76666666666668,203.48333333333332,197.35,193.93333333333334,216.33333333333331
16,122.53333333333333,195.08333333333331,208.0333333333333,221.61666666666665,175.25,207.38333333333333
17,126.61666666666665,191.83333333333334,200.48333333333335,200.41666666666666,192.96666666666667,209.63333333333335
18,140.45,182.9333333333333,202.26666666666668,224.41666666666666,188.81666666666666,208.86666666666667
19,136.23333333333332,204.36666666666667,199.08333333333331,199.13333333333333,191.10000000000002,205.2833333333333
20,154.26666666666668,194.10000000000002,207.7,206.98333333333332,184.78333333333333,211.56666666666666
21,147.5333333333333,208.46666666666667,209.31666666666666,198.1833333333333,190.48333333333332,216.16666666666669
22,152.76666666666665,176.64999999999998,204.5,221.78333333333333,186.31666666666666,200.9833333333333
23,147.89999999999998,197.84999999999997,177.18333333333334,216.70000000000002,187.3833333333333,204.83333333333331
24,152.21666666666664,192.3166666666667,177.81666666666663,220.75,206.39999999999998,187.1
25,132.36666666666667,197.45,209.18333333333334,234.16666666666666,180.21666666666667,187.31666666666666
26,137.4,197.36666666666667,201.95,222.63333333333333,181.76666666666668,209.68333333333334
27,136.43333333333334,197.11666666666667,202.71666666666664,209.35,182.48333333333332,212.55
28,131.26666666666665,193.98333333333332,196.9,196.46666666666664,181.98333333333332,204.2
29,133.31666666666666,201.66666666666666,203.95,213.56666666666666,202.13333333333333,196.91666666666666
30,137.4,200.01666666666662,193.43333333333334,208.0,205.65,188.85
31,163.28333333333333,216.51666666666665,200.11666666666667,200.28333333333333,189.31666666666666,187.33333333333331
32,161.98333333333332,205.0,201.13333333333335,182.38333333333333,200.49999999999997,197.4
33,142.71666666666667,173.26666666666665,199.7833333333333,173.21666666666667,204.6,208.86666666666665
34,140.95000000000002,182.61666666666665,200.75,182.5333333333333,182.63333333333333,206.51666666666665
