,0,1,2,3,4,5
360,360.0,360.0,360.0,360.0,360.0,360.0
361,360.0,360.0,360.0,360.0,360.0,360.0
362,360.0,360.0,360.0,360.0,360.0,360.0
363,360.0,360.0,360.0,360.0,360.0,360.0
364,360.0,360.0,360.0,360.0,360.0,360.0
365,360.0,360.0,360.0,360.0,360.0,360.0
366,360.0,360.0,360.0,360.0,360.0,360.0
367,360.0,360.0,360.0,360.0,360.0,360.0
368,360.0,360.0,360.0,360.0,360.0,360.0
369,360.0,360.0,360.0,360.0,360.0,360.0
370,360.0,360.0,360.0,360.0,360.0,360.0
371,360.0,360.0,360.0,360.0,360.0,360.0
372,360.0,360.0,360.0,360.0,360.0,360.0
373,360.0,360.0,360.0,360.0,360.0,360.0
374,360.0,360.0,360.0,360.0,360.0,360.0
375,360.0,360.0,360.0,360.0,360.0,360.0
376,360.0,360.0,360.0,360.0,360.0,360.0
377,360.0,360.0,360.0,360.0,360.0,360.0
378,360.0,360.0,360.0,360.0,360.0,360.0
379,360.0,360.0,360.0,360.0,360.0,360.0
380,360.0,360.0,360.0,360.0,360.0,360.0
381,360.0,360.0,360.0,360.0,360.0,360.0
382,360.0,360.0,360.0,360.0,360.0,360.0
383,360.0,360.0,360.0,360.0,360.0,360.0
384,360.0,360.0,360.0,360.0,360.0,360.0
385,360.0,360.0,360.0,360.0,360.0,360.0
386,360.0,360.0,360.0,360.0,360.0,360.0
387,360.0,360.0,360.0,360.0,360.0,360.0
388,360.0,360.0,360.0,360.0,360.0,360.0
389,360.0,360.0,360.0,360.0,360.0,360.0
390,360.0,360.0,360.0,360.0,360.0,360.0
391,360.0,360.0,360.0,360.0,360.0,360.0
392,360.0,360.0,360.0,360.0,360.0,360.0
393,360.0,360.0,360.0,360.0,360.0,360.0
394,360.0,360.0,360.0,360.0,360.0,360.0
395,360.0,360.0,360.0,360.0,360.0,360.0
396,360.0,360.0,360.0,360.0,360.0,360.0
397,360.0,360.0,360.0,360.0,360.0,360.0
398,360.0,360.0,360.0,360.0,360.0,360.0
399,360.0,360.0,360.0,360.0,360.0,360.0
400,360.0,360.0,360.0,360.0,360.0,360.0
401,360.0,360.0,360.0,360.0,360.0,360.0
402,360.0,360.0,360.0,360.0,360.0,360.0
403,360.0,360.0,360.0,360.0,360.0,360.0
404,360.0,360.0,360.0,360.0,360.0,360.0
405,360.0,360.0,360.0,360.0,360.0,360.0
406,360.0,360.0,360.0,360.0,360.0,360.0
407,360.0,360.0,360.0,360.0,360.0,360.0
408,360.0,360.0,360.0,360.0,360.0,360.0
409,360.0,360.0,360.0,360.0,360.0,360.0
410,360.0,360.0,360.0,360.0,360.0,360.0
411,360.0,360.0,360.0,360.0,360.0,360.0
412,360.0,360.0,360.0,360.0,360.0,360.0
413,360.0,360.0,360.0,360.0,360.0,360.0
414,360.0,360.0,360.0,360.0,360.0,360.0
415,360.0,360.0,360.0,360.0,360.0,360.0
416,360.0,360.0,360.0,360.0,360.0,360.0
417,360.0,360.0,360.0,360.0,360.0,360.0
418,360.0,360.0,360.0,360.0,360.0,360.0
419,360.0,360.0,360.0,360.0,360.0,360.0
420,360.0,360.0,360.0,360.0,360.0,360.0
421,360.0,360.0,360.0,360.0,360.0,360.0
422,360.0,360.0,360.0,360.0,360.0,360.0
423,360.0,360.0,360.0,360.0,360.0,360.0
424,360.0,360.0,360.0,360.0,360.0,360.0
425,360.0,360.0,360.0,360.0,360.0,360.0
426,360.0,360.0,360.0,360.0,360.0,360.0
427,360.0,360.0,360.0,360.0,360.0,360.0
428,360.0,360.0,360.0,360.0,360.0,360.0
429,360.0,360.0,360.0,360.0,360.0,360.0
430,360.0,360.0,360.0,360.0,360.0,360.0
431,360.0,360.0,360.0,360.0,360.0,360.0
432,360.0,360.0,360.0,360.0,360.0,360.0
433,360.0,360.0,360.0,360.0,360.0,360.0
434,360.0,360.0,360.0,360.0,360.0,360.0
435,360.0,360.0,360.0,360.0,360.0,360.0
436,360.0,360.0,360.0,360.0,360.0,360.0
437,360.0,360.0,360.0,360.0,360.0,360.0
438,360.0,360.0,360.0,360.0,360.0,360.0
439,360.0,360.0,360.0,360.0,360.0,360.0
440,360.0,360.0,360.0,360.0,360.0,360.0
441,360.0,360.0,360.0,360.0,360.0,360.0
442,360.0,360.0,360.0,360.0,360.0,360.0
443,360.0,360.0,360.0,360.0,360.0,360.0
444,360.0,360.0,360.0,360.0,360.0,360.0
445,360.0,360.0,360.0,360.0,360.0,360.0
446,360.0,360.0,360.0,360.0,360.0,360.0
447,360.0,360.0,360.0,360.0,360.0,360.0
448,360.0,360.0,360.0,360.0,360.0,360.0
449,360.0,360.0,360.0,360.0,360.0,360.0
450,360.0,360.0,360.0,360.0,360.0,360.0
451,360.0,360.0,360.0,360.0,360.0,360.0
452,360.0,360.0,360.0,360.0,360.0,360.0
453,360.0,360.0,360.0,360.0,360.0,360.0
454,360.0,360.0,360.0,360.0,360.0,360.0
455,360.0,360.0,360.0,360.0,360.0,360.0
456,360.0,360.0,360.0,360.0,360.0,360.0
457,360.0,360.0,360.0,360.0,360.0,360.0
458,360.0,360.0,360.0,360.0,360.0,360.0
459,360.0,360.0,360.0,360.0,360.0,360.0
460,360.0,360.0,360.0,360.0,360.0,360.0
461,360.0,360.0,360.0,360.0,360.0,360.0
462,360.0,360.0,360.0,360.0,360.0,360.0
463,360.0,360.0,360.0,360.0,360.0,360.0
464,360.0,360.0,360.0,360.0,360.0,360.0
465,360.0,360.0,360.0,360.0,360.0,360.0
466,360.0,360.0,360.0,360.0,360.0,360.0
467,360.0,360.0,360.0,360.0,360.0,360.0
468,360.0,360.0,360.0,360.0,360.0,360.0
469,360.0,360.0,360.0,360.0,360.0,360.0
470,360.0,360.0,360.0,360.0,360.0,360.0
471,360.0,360.0,360.0,360.0,360.0,360.0
472,360.0,360.0,360.0,360.0,360.0,360.0
473,360.0,360.0,360.0,360.0,360.0,360.0
474,360.0,360.0,360.0,360.0,360.0,360.0
475,360.0,360.0,360.0,360.0,360.0,360.0
476,360.0,360.0,360.0,360.0,360.0,360.0
477,360.0,360.0,360.0,360.0,360.0,360.0
478,360.0,360.0,360.0,360.0,360.0,360.0
479,360.0,360.0,360.0,360.0,360.0,360.0
480,360.0,360.0,360.0,360.0,360.0,360.0
481,360.0,360.0,360.0,360.0,360.0,360.0
482,360.0,360.0,360.0,360.0,360.0,360.0
483,360.0,360.0,360.0,360.0,360.0,360.0
484,360.0,360.0,360.0,360.0,360.0,360.0
485,360.0,360.0,360.0,360.0,360.0,360.0
486,360.0,360.0,360.0,360.0,360.0,360.0
487,360.0,360.0,360.0,360.0,360.0,360.0
488,360.0,360.0,360.0,360.0,360.0,360.0
489,360.0,360.0,360.0,360.0,360.0,360.0
490,360.0,360.0,360.0,360.0,360.0,360.0
491,360.0,360.0,360.0,360.0,360.0,360.0
492,360.0,360.0,360.0,360.0,360.0,360.0
493,360.0,360.0,360.0,360.0,360.0,360.0
494,360.0,360.0,360.0,360.0,360.0,360.0
495,360.0,360.0,360.0,360.0,360.0,360.0
496,360.0,360.0,360.0,360.0,360.0,360.0
497,360.0,360.0,360.0,360.0,360.0,360.0
498,360.0,360.0,360.0,360.0,360.0,360.0
499,360.0,360.0,360.0,360.0,360.0,360.0
500,360.0,360.0,360.0,360.0,360.0,360.0
501,360.0,360.0,360.0,360.0,360.0,360.0
502,360.0,360.0,360.0,360.0,360.0,360.0
503,360.0,360.0,360.0,360.0,360.0,360.0
504,360.0,360.0,360.0,360.0,360.0,360.0
505,360.0,360.0,360.0,360.0,360.0,360.0
506,360.0,360.0,360.0,360.0,360.0,360.0
507,360.0,360.0,360.0,360.0,360.0,360.0
508,360.0,360.0,360.0,360.0,360.0,360.0
509,360.0,360.0,360.0,360.0,360.0,360.0
510,360.0,360.0,360.0,360.0,360.0,360.0
511,360.0,360.0,360.0,360.0,360.0,360.0
512,360.0,360.0,360.0,360.0,360.0,360.0
513,360.0,360.0,360.0,360.0,360.0,360.0
514,360.0,360.0,360.0,360.0,360.0,360.0
515,360.0,360.0,360.0,360.0,360.0,360.0
516,360.0,360.0,360.0,360.0,360.0,360.0
517,360.0,360.0,360.0,360.0,360.0,360.0
518,360.0,360.0,360.0,360.0,360.0,360.0
519,360.0,360.0,360.0,360.0,360.0,360.0
520,360.0,360.0,360.0,360.0,360.0,360.0
521,360.0,360.0,360.0,360.0,360.0,360.0
522,360.0,360.0,360.0,360.0,360.0,360.0
523,360.0,360.0,360.0,360.0,360.0,360.0
524,360.0,360.0,360.0,360.0,360.0,360.0
525,360.0,360.0,360.0,360.0,360.0,360.0
526,360.0,360.0,360.0,360.0,360.0,360.0
527,360.0,360.0,360.0,360.0,360.0,360.0
528,360.0,360.0,360.0,360.0,360.0,360.0
529,360.0,360.0,360.0,360.0,360.0,360.0
530,360.0,360.0,360.0,360.0,360.0,360.0
531,360.0,360.0,360.0,360.0,360.0,360.0
532,360.0,360.0,360.0,360.0,360.0,360.0
533,360.0,360.0,360.0,360.0,360.0,360.0
534,360.0,360.0,360.0,360.0,360.0,360.0
