,0,1
0,230.9,258.7333333333333
1,232.9,256.75
2,216.95,268.16666666666663
3,233.6833333333333,274.3666666666667
4,231.68333333333334,264.33333333333337
5,245.65,241.53333333333333
6,233.95,239.39999999999998
7,238.14999999999998,250.45
8,227.29999999999998,264.04999999999995
9,233.08333333333334,239.88333333333333
10,235.36666666666667,263.3666666666667
11,235.51666666666665,241.91666666666663
12,226.14999999999998,256.71666666666664
13,223.8833333333333,234.23333333333335
14,243.71666666666664,254.9333333333333
15,231.13333333333333,264.1333333333333
16,249.68333333333334,253.50000000000003
17,229.26666666666665,273.15
18,242.10000000000002,240.13333333333335
19,244.46666666666667,235.88333333333333
20,232.14999999999998,251.4
21,235.55000000000004,248.0
22,221.34999999999997,244.2333333333333
23,227.0333333333333,263.51666666666665
24,238.26666666666668,275.05
25,249.4333333333333,267.90000000000003
26,237.88333333333333,241.49999999999994
27,237.08333333333337,259.3666666666667
28,252.1,268.3333333333333
29,247.86666666666667,255.34999999999997
30,253.95,267.95
31,268.7333333333333,279.98333333333335
32,268.79999999999995,291.06666666666666
33,263.9,269.93333333333334
34,266.45000000000005,264.8
35,262.2,261.98333333333335
36,244.6833333333333,266.15
37,255.36666666666667,268.25000000000006
38,248.36666666666667,259.7833333333333
39,269.25,265.95
40,260.8,274.25000000000006
41,253.21666666666667,265.8666666666667
42,250.94999999999996,281.04999999999995
43,267.05,263.7666666666667
44,245.05,257.81666666666666
45,253.8166666666667,246.64999999999998
46,246.1666666666667,269.9166666666667
47,251.0,276.35
48,265.83333333333337,268.3
49,246.28333333333333,279.16666666666663
50,247.91666666666666,266.06666666666666
51,253.73333333333332,253.51666666666665
52,265.33333333333337,255.38333333333333
53,265.15,250.45000000000002
54,265.55,263.5
55,261.15,276.9166666666667
56,262.3333333333333,271.6
57,245.76666666666662,245.24999999999997
58,251.95000000000005,265.85
59,259.98333333333335,256.78333333333336
60,275.54999999999995,273.98333333333335
61,268.8333333333333,262.51666666666665
62,256.8333333333333,263.05
63,270.01666666666665,264.9166666666667
64,248.59999999999997,261.09999999999997
65,267.81666666666666,265.15
66,271.15,265.06666666666666
67,265.5833333333333,269.8833333333333
68,259.2333333333333,266.06666666666666
69,274.7,258.4
70,282.45000000000005,263.6166666666667
71,282.53333333333336,262.9166666666667
72,277.75,282.54999999999995
73,268.29999999999995,271.4
74,272.95,283.16666666666663
75,276.15,280.15
76,274.6333333333333,278.9833333333333
77,262.45,287.20000000000005
