,0,1
0,408.53333333333336,403.8666666666667
1,406.4,408.4
2,411.59999999999997,410.26666666666665
3,408.4,407.2
4,406.53333333333336,407.2
5,404.4,409.0666666666666
6,405.73333333333335,404.1333333333333
7,406.8,406.0
8,406.1333333333333,405.3333333333333
9,404.79999999999995,410.1333333333333
10,409.3333333333333,408.79999999999995
11,406.8,405.8666666666667
12,406.0,407.8666666666667
13,408.0,406.40000000000003
14,408.4,409.0666666666667
15,410.0,406.79999999999995
16,405.2,409.2
17,407.4666666666667,406.40000000000003
18,408.9333333333333,407.6
19,408.0,411.06666666666666
20,411.73333333333335,405.8666666666667
21,407.33333333333337,408.0
22,407.8666666666666,404.4
23,409.7333333333333,406.6666666666667
24,406.26666666666665,408.4
25,406.79999999999995,403.2
26,405.4666666666667,407.6
27,410.5333333333333,410.0
28,409.8666666666667,407.8666666666666
29,407.3333333333333,406.9333333333333
30,410.93333333333334,408.0
31,405.3333333333333,406.8
32,409.46666666666664,409.3333333333333
33,410.6666666666667,411.06666666666666
34,408.5333333333333,406.9333333333333
35,407.2,407.3333333333333
36,408.53333333333336,409.7333333333333
37,406.1333333333333,408.26666666666665
38,408.79999999999995,404.5333333333333
39,408.6666666666667,410.26666666666665
40,407.73333333333335,411.06666666666666
41,404.93333333333334,407.6
42,407.6,407.6
43,409.4666666666667,407.06666666666666
44,407.8666666666667,411.46666666666664
45,405.8666666666667,406.4
46,409.3333333333333,407.8666666666667
47,406.0,407.0666666666666
48,409.2,405.2
49,409.0666666666666,407.2
50,409.06666666666666,404.1333333333333
51,408.26666666666665,407.33333333333337
52,407.33333333333337,406.0
53,408.79999999999995,409.2
54,410.8,407.06666666666666
55,405.8666666666667,410.40000000000003
56,408.0,408.5333333333333
57,407.06666666666666,403.46666666666664
58,408.26666666666665,408.1333333333333
59,407.2,407.06666666666666
60,406.8,408.6666666666667
61,409.8666666666667,408.53333333333336
62,405.46666666666664,407.6
63,411.8666666666667,406.6666666666667
64,409.3333333333333,406.53333333333336
65,408.5333333333333,407.7333333333333
66,408.26666666666665,408.5333333333333
67,408.26666666666665,410.66666666666663
68,404.6666666666667,408.1333333333333
69,409.8666666666667,408.93333333333334
70,409.6,407.33333333333337
71,406.4,410.8
72,409.3333333333333,408.8
73,409.4666666666667,407.06666666666666
74,406.5333333333333,407.33333333333337
75,408.26666666666665,407.0666666666666
76,407.06666666666666,407.2
77,411.2,409.59999999999997
78,405.4666666666667,405.6
79,407.6,407.8666666666667
80,406.1333333333333,408.6666666666667
81,404.8,409.73333333333335
82,410.4,406.0
83,408.8,408.93333333333334
84,409.33333333333337,408.6666666666667
85,408.5333333333333,409.6
86,405.3333333333333,405.59999999999997
87,411.46666666666664,409.0666666666667
88,409.6,409.20000000000005
89,406.93333333333334,408.2666666666667
90,402.93333333333334,410.66666666666663
91,409.6,408.1333333333333
92,407.2,408.6666666666667
93,410.2666666666667,406.53333333333336
94,406.5333333333333,408.93333333333334
95,407.6,407.59999999999997
96,410.1333333333333,407.06666666666666
97,410.4,408.66666666666663
98,411.4666666666667,408.1333333333333
99,406.93333333333334,409.8666666666667
100,405.8666666666667,405.59999999999997
101,406.4,406.6666666666667
102,406.79999999999995,408.26666666666665
103,408.1333333333333,406.1333333333333
104,410.66666666666663,406.53333333333336
105,408.9333333333333,408.26666666666665
106,410.0,404.40000000000003
107,404.0,406.6666666666667
108,405.73333333333335,411.2
109,406.26666666666665,407.46666666666664
110,409.3333333333333,410.0
111,408.8,407.4666666666667
112,408.8,405.8666666666667
113,409.46666666666664,406.8
114,409.2,406.13333333333327
115,407.8666666666667,410.0
116,409.0666666666666,406.26666666666665
117,408.5333333333333,407.6
118,411.73333333333335,408.9333333333333
119,406.1333333333333,409.3333333333333
120,407.46666666666664,405.46666666666664
121,408.26666666666665,408.4
122,410.9333333333333,406.8
123,407.73333333333335,410.6666666666667
124,407.2,408.26666666666665
125,409.46666666666664,409.8666666666667
126,409.73333333333335,408.66666666666663
