,"[0, 0]","[0, 1]","[0, 2]","[0, 3]","[0, 4]","[0, 5]","[1, 0]","[1, 1]","[1, 2]","[1, 3]","[1, 4]","[1, 5]","[2, 0]","[2, 1]","[2, 2]","[2, 3]","[2, 4]","[2, 5]","[3, 0]","[3, 1]","[3, 2]","[3, 3]","[3, 4]","[3, 5]","[4, 0]","[4, 1]","[4, 2]","[4, 3]","[4, 4]","[4, 5]","[5, 0]","[5, 1]","[5, 2]","[5, 3]","[5, 4]","[5, 5]"
42,48.9,15.333333333333334,15.3,20.2,14.666666666666666,22.366666666666667,64.16666666666667,38.5,24.133333333333333,22.966666666666665,25.533333333333335,26.4,65.8,22.466666666666665,35.2,22.833333333333332,37.733333333333334,25.1,61.2,13.633333333333333,34.666666666666664,39.8,37.13333333333333,26.166666666666668,63.333333333333336,17.866666666666667,23.066666666666666,25.966666666666665,44.55,23.033333333333335,65.03333333333333,15.4,30.6,26.333333333333332,32.86666666666667,41.5
43,45.65,22.133333333333333,19.933333333333334,14.933333333333334,23.366666666666667,18.466666666666665,53.46666666666667,43.9,24.833333333333332,26.433333333333334,32.5,21.766666666666666,65.76666666666667,21.666666666666668,33.6,22.7,33.06666666666667,22.9,55.766666666666666,20.266666666666666,24.7,41.8,38.766666666666666,24.633333333333333,64.03333333333333,21.0,27.733333333333334,23.933333333333334,41.1,28.766666666666666,60.63333333333333,18.933333333333334,25.9,25.966666666666665,25.933333333333334,41.9
44,44.7,15.666666666666666,18.233333333333334,31.3,18.933333333333334,13.5,58.333333333333336,45.75,28.0,18.0,31.966666666666665,22.766666666666666,63.56666666666667,20.5,38.9,25.433333333333334,26.7,15.266666666666667,53.3,20.0,24.766666666666666,39.55,31.233333333333334,23.466666666666665,63.266666666666666,22.133333333333333,26.7,18.566666666666666,39.35,21.9,59.0,20.933333333333334,32.93333333333333,23.633333333333333,33.4,38.2
45,43.05,16.566666666666666,24.5,25.133333333333333,21.766666666666666,14.1,56.733333333333334,42.05,27.466666666666665,13.166666666666666,27.366666666666667,19.233333333333334,65.5,21.633333333333333,39.6,27.566666666666666,33.2,23.466666666666665,58.96666666666667,20.833333333333332,22.233333333333334,40.05,25.4,27.833333333333332,63.43333333333333,22.533333333333335,24.7,24.4,40.15,25.8,59.1,17.066666666666666,23.133333333333333,17.166666666666668,28.8,40.8
46,45.6,16.5,19.866666666666667,28.066666666666666,26.433333333333334,18.566666666666666,56.5,45.7,22.133333333333333,22.566666666666666,32.766666666666666,19.266666666666666,64.03333333333333,21.466666666666665,38.1,26.433333333333334,31.666666666666668,21.466666666666665,54.233333333333334,18.233333333333334,33.766666666666666,39.1,28.0,23.3,62.766666666666666,11.933333333333334,25.333333333333332,22.5,41.15,24.466666666666665,58.733333333333334,14.933333333333334,19.133333333333333,18.3,31.133333333333333,38.75
47,42.8,14.766666666666667,15.566666666666666,24.2,32.0,9.266666666666667,54.43333333333333,43.3,35.36666666666667,28.5,32.86666666666667,18.7,62.233333333333334,18.533333333333335,41.95,28.9,36.233333333333334,19.1,50.2,18.5,35.9,40.7,31.4,29.466666666666665,55.0,7.533333333333333,23.566666666666666,25.4,39.3,21.0,59.93333333333333,26.2,21.6,19.133333333333333,28.5,41.15
48,44.2,10.4,24.166666666666668,29.333333333333332,24.866666666666667,15.866666666666667,56.4,46.4,33.86666666666667,30.133333333333333,31.433333333333334,18.8,60.833333333333336,16.533333333333335,36.2,26.766666666666666,24.466666666666665,19.033333333333335,46.166666666666664,16.966666666666665,31.433333333333334,40.5,30.233333333333334,31.633333333333333,60.03333333333333,15.766666666666667,26.633333333333333,30.066666666666666,39.35,20.266666666666666,58.53333333333333,24.8,27.866666666666667,21.966666666666665,37.93333333333333,39.9
49,40.95,7.8,21.1,23.333333333333332,32.166666666666664,16.5,57.3,47.95,38.63333333333333,26.666666666666668,27.566666666666666,20.666666666666668,63.1,25.466666666666665,33.6,26.0,24.2,28.733333333333334,49.666666666666664,23.833333333333332,24.5,42.05,25.433333333333334,23.866666666666667,58.333333333333336,12.733333333333333,24.7,24.766666666666666,39.6,29.333333333333332,55.5,31.833333333333332,25.066666666666666,17.533333333333335,32.666666666666664,42.7
50,39.85,18.7,18.3,31.0,23.933333333333334,16.866666666666667,56.2,49.6,30.933333333333334,28.7,34.733333333333334,28.133333333333333,60.8,14.766666666666667,35.7,25.566666666666666,23.7,28.1,54.0,26.2,31.233333333333334,43.35,31.366666666666667,28.233333333333334,61.266666666666666,5.566666666666666,29.2,27.533333333333335,39.45,28.3,56.53333333333333,11.966666666666667,27.6,20.566666666666666,23.3,38.75
51,44.05,14.733333333333333,13.033333333333333,25.0,26.2,18.3,60.56666666666667,47.1,26.033333333333335,29.9,31.433333333333334,33.06666666666667,59.86666666666667,24.866666666666667,37.1,30.133333333333333,19.133333333333333,29.833333333333332,53.0,23.4,28.466666666666665,43.15,34.266666666666666,29.8,56.2,13.766666666666667,33.96666666666667,26.433333333333334,42.9,30.8,60.3,20.233333333333334,24.666666666666668,25.3,30.3,42.5
52,42.2,11.333333333333334,15.766666666666667,21.266666666666666,21.166666666666668,13.8,65.66666666666667,50.0,37.06666666666667,37.233333333333334,29.966666666666665,30.633333333333333,59.43333333333333,18.733333333333334,38.05,27.7,24.066666666666666,28.766666666666666,64.43333333333334,13.066666666666666,26.7,39.55,33.56666666666667,31.566666666666666,59.333333333333336,16.133333333333333,27.733333333333334,26.233333333333334,39.4,17.633333333333333,63.8,18.966666666666665,26.933333333333334,21.733333333333334,28.466666666666665,37.6
53,46.4,14.7,28.6,23.666666666666668,25.0,11.466666666666667,65.2,52.0,31.9,42.6,28.566666666666666,21.6,58.1,15.9,32.45,29.7,29.833333333333332,30.0,57.333333333333336,6.6,27.7,39.95,27.433333333333334,27.033333333333335,55.0,17.733333333333334,23.166666666666668,34.266666666666666,40.0,23.7,61.63333333333333,34.1,23.5,26.866666666666667,37.2,39.4
54,43.7,5.366666666666666,29.1,21.366666666666667,32.8,18.266666666666666,68.53333333333333,48.2,21.166666666666668,32.63333333333333,34.96666666666667,26.466666666666665,54.6,22.333333333333332,35.8,33.166666666666664,35.6,26.266666666666666,57.03333333333333,14.466666666666667,26.833333333333332,42.35,36.0,23.3,52.8,8.633333333333333,24.6,24.5,38.4,15.7,54.93333333333333,24.633333333333333,23.933333333333334,21.3,35.7,37.55
55,49.25,8.833333333333334,26.466666666666665,19.733333333333334,26.4,20.133333333333333,62.166666666666664,47.45,31.2,23.966666666666665,32.03333333333333,31.3,60.13333333333333,16.2,36.45,30.1,35.96666666666667,17.3,61.56666666666667,19.133333333333333,31.1,41.4,43.733333333333334,13.733333333333333,58.4,23.866666666666667,19.633333333333333,27.566666666666666,32.55,26.733333333333334,56.96666666666667,23.8,27.8,26.566666666666666,35.06666666666667,40.9
56,47.1,19.5,28.566666666666666,24.2,26.8,15.6,59.5,48.55,25.3,33.4,23.433333333333334,27.633333333333333,50.733333333333334,18.8,39.15,25.466666666666665,34.666666666666664,15.2,57.2,11.9,31.133333333333333,39.8,40.733333333333334,17.833333333333332,52.8,26.266666666666666,18.833333333333332,32.06666666666667,35.5,29.666666666666668,58.1,14.466666666666667,25.2,23.666666666666668,29.833333333333332,43.1
57,49.7,21.633333333333333,15.6,13.033333333333333,32.56666666666667,26.7,55.46666666666667,48.0,23.6,19.166666666666668,18.133333333333333,30.333333333333332,62.1,26.6,36.95,29.6,31.833333333333332,17.8,63.36666666666667,22.333333333333332,25.6,43.2,33.96666666666667,18.566666666666666,51.233333333333334,34.46666666666667,26.666666666666668,28.133333333333333,32.95,24.8,60.2,10.166666666666666,24.3,33.233333333333334,28.3,36.75
58,47.0,12.5,26.033333333333335,23.933333333333334,32.333333333333336,24.666666666666668,64.5,47.55,32.06666666666667,31.233333333333334,21.133333333333333,25.433333333333334,59.36666666666667,21.233333333333334,35.5,28.7,35.6,19.366666666666667,60.266666666666666,14.566666666666666,29.7,41.45,30.966666666666665,23.7,57.166666666666664,31.466666666666665,25.1,29.133333333333333,33.15,24.5,65.33333333333333,15.266666666666667,31.033333333333335,30.2,30.5,37.7
